"","X","GEO.id2","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE","GEO.display.label","Median_house_value","Total_units","Vacant_units","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","Built_2005_or_later","Built_2000_to_2004","Built_1990s","Built_1980s","Built_1970s","Built_1960s","Built_1950s","Built_1940s","Built_1939_or_earlier","Bedrooms_0","Bedrooms_1","Bedrooms_2","Bedrooms_3","Bedrooms_4","Bedrooms_5_or_more","Owners","Renters","Median_household_income","Mean_household_income"
"99",99,6001409400,6,1,409400,4306,37.745747,-122.176564,"Census Tract 4094, Alameda County, California",307900,1247,200,4.7,4.89,3.81,3.9,0,1.1,2.4,6,13.2,15.1,14.2,44.1,4.3,8.4,56.9,23.6,5.3,1.5,45.3,54.7,49083,56453
"100",100,6001409500,6,1,409500,3122,37.751321,-122.180804,"Census Tract 4095, Alameda County, California",348600,1034,174,4.8,3.99,4.05,6.3,2.7,0,0,1.4,12.5,22.4,26,28.7,2.5,11.5,41.3,32.8,11.9,0,33.7,66.3,34167,47780
"101",101,6001409600,6,1,409600,5063,37.753377,-122.172472,"Census Tract 4096, Alameda County, California",354400,1674,219,4.8,4,3.7,0,0,5.8,3.9,9.6,18.6,23.2,10.9,28.1,2.6,4.4,47.2,32.5,11.3,2,36.4,63.6,41778,51337
"102",102,6001409700,6,1,409700,4696,37.75562,-122.165716,"Census Tract 4097, Alameda County, California",264900,1792,294,4.4,3.71,2.78,0,1.9,3.7,4.7,4.6,16.5,19.9,12.3,36.6,0.7,17.2,49.8,29.6,2.6,0,32.6,67.4,35658,43381
"103",103,6001409800,6,1,409800,2887,37.759356,-122.157665,"Census Tract 4098, Alameda County, California",404200,1368,195,5.2,2.79,2.03,0,2.1,6.4,4.7,11.7,22.7,20.9,15.7,15.8,0,17.6,37.9,37.1,6.4,1,59.8,40.2,40189,64829
"104",104,6001409900,6,1,409900,3308,37.760102,-122.134933,"Census Tract 4099, Alameda County, California",585800,1481,77,6.2,2.32,1.88,0.9,0.3,0.7,6.5,18.6,19.9,34.4,12.4,6.5,2.6,0.7,13.1,55.8,23.5,4.3,90.7,9.3,108214,119078
"105",105,6001410000,6,1,410000,2805,37.74341,-122.135552,"Census Tract 4100, Alameda County, California",548700,1228,64,6.1,2.29,4.2,0,0.2,1.1,6.3,12.9,20.5,26.5,18,14.4,0,3,24.2,55,16.9,0.9,91.6,8.4,77000,92989
"106",106,6001410100,6,1,410100,2406,37.747626,-122.153917,"Census Tract 4101, Alameda County, California",370400,1045,64,5.3,2.68,3.28,0,0,6.8,14.7,9.1,4.2,28.6,18.3,18.3,0.9,11.5,28.7,41.5,12.9,4.5,52,48,41250,59405
"107",107,6001410200,6,1,410200,3062,37.745759,-122.157499,"Census Tract 4102, Alameda County, California",262500,1245,188,4.5,2.42,3.43,0.7,0,5.4,5.8,9.4,7.2,17.2,31.2,23.1,3.8,9.7,59.8,21,4.9,0.8,48,52,40474,51661
"108",108,6001410300,6,1,410300,3536,37.746755,-122.166517,"Census Tract 4103, Alameda County, California",362200,1103,93,4.2,4.14,4.21,1.2,0,11.4,0,2.4,17.2,20.4,33.6,13.7,3.7,14.1,53.8,24.8,2.4,1.2,31.5,68.5,32829,43247
"109",109,6001410400,6,1,410400,3792,37.741093,-122.162165,"Census Tract 4104, Alameda County, California",271400,1397,123,5.1,3.2,3.58,0,15.5,1.8,1.9,3.8,7.2,16.4,18.1,35.2,3.8,11.1,39.2,37.7,7.4,0.9,65.8,34.2,44746,69077
"110",110,6001410500,6,1,410500,2193,37.807099,-122.289823,"Census Tract 4105, Alameda County, California",388700,1120,69,4.2,2.93,2.24,2.2,17.4,11.1,9.3,8.7,7,13.6,3.3,27.5,5.2,22.1,40,22.6,7.1,3,12.8,87.2,19351,28868
"111",111,6001420100,6,1,420100,2355,37.894631,-122.290916,"Census Tract 4201, Alameda County, California",704200,949,31,5.9,2.48,2.94,0,0.8,0,0,1.1,3.5,4.7,14.4,75.4,0,10.4,35,35.8,17.2,1.6,72.3,27.7,117000,133285
"112",112,6001420200,6,1,420200,2898,37.894805,-122.297564,"Census Tract 4202, Alameda County, California",661000,1270,43,4.6,2.75,2.15,0,0,1.6,6,4.2,17.6,6.5,22,42.1,0.9,24.4,45.2,19.9,7.6,2,41.5,58.5,73665,84058
"113",113,6001420300,6,1,420300,4571,37.892659,-122.303641,"Census Tract 4203, Alameda County, California",520600,2143,165,4.4,2.18,2.32,0.9,2.5,2.9,16.9,23.4,9.1,12.6,12.6,19.2,0,22.5,52.4,19.6,5.5,0,55.9,44.1,70242,87488
"114",114,6001420400,6,1,420400,3124,37.884853,-122.303068,"Census Tract 4204, Alameda County, California",NA,1133,48,3.7,3.7,2.96,54.3,28.3,11.5,2.2,0,1.1,0,2,0.5,1.2,20.7,70,8.1,0,0,0.9,99.1,38972,53344
"115",115,6001420500,6,1,420500,2308,37.886543,-122.295159,"Census Tract 4205, Alameda County, California",639200,1027,145,4.6,2.6,2.35,0,1.1,2,2.5,8.3,9.3,16.2,20.6,39.9,1.4,21.6,49.7,21,5.1,1.3,37,63,65726,89174
"116",116,6001420600,6,1,420600,3283,37.886917,-122.287531,"Census Tract 4206, Alameda County, California",714100,1311,100,5.5,2.5,2.52,0,0,1.8,0,2.1,4.6,10.8,7.9,72.8,0,12.1,39.1,35.1,7.9,5.8,72.3,27.7,107455,111933
"117",117,6001421100,6,1,421100,1992,37.899169,-122.266302,"Census Tract 4211, Alameda County, California",884500,891,22,6.5,2.44,3.92,2.1,1.3,2.1,2.9,7.5,2.5,16.6,15.3,49.6,0,2.5,19.2,46,28.2,4.2,94.1,5.9,168750,200929
"118",118,6001421200,6,1,421200,3563,37.897263,-122.274705,"Census Tract 4212, Alameda County, California",999700,1538,82,7.4,2.61,1.43,0,0.5,1.4,2.6,4.1,2.3,11.6,4.1,73.3,3.2,0.7,9.2,37.4,34.9,14.6,92.1,7.9,157500,186191
"119",119,6001421300,6,1,421300,3844,37.891135,-122.28171,"Census Tract 4213, Alameda County, California",871600,1751,107,6.2,2.48,2.06,0,0.5,0.8,1.8,1.4,4.2,8.1,4.1,79.2,0.5,11.5,23.9,38.3,17,8.8,82.4,17.6,116200,154589
"120",120,6001421400,6,1,421400,1593,37.888419,-122.270734,"Census Tract 4214, Alameda County, California",896700,686,0,6.9,2.46,2.63,0,0.7,3.4,0,1.7,5.2,3.4,5.1,80.5,3.2,4.1,14.3,34.7,32.9,10.8,82.5,17.5,132258,175767
"121",121,6001421500,6,1,421500,3640,37.891531,-122.260296,"Census Tract 4215, Alameda County, California",912600,1681,64,6.3,2.37,2.1,0,1.3,1.7,0.7,3.4,11.5,26.3,13.4,41.6,3.2,8.9,17,41.8,22.4,6.7,83.1,16.9,134875,176674
"122",122,6001421600,6,1,421600,3558,37.883504,-122.257426,"Census Tract 4216, Alameda County, California",901300,1704,132,6,2.46,1.68,0.8,0.9,1.3,6.3,2.2,8.8,22.8,6.3,50.5,7.1,16,16,30.2,20,10.9,72.8,27.2,121111,141483
"123",123,6001421700,6,1,421700,3198,37.881464,-122.27027,"Census Tract 4217, Alameda County, California",699100,1728,97,4.3,2.53,2.28,0,1.6,4.9,6.4,7.5,10.8,16.5,6,46.4,4.6,29.5,35.4,21.5,5.8,3.2,37.3,62.7,80491,99156
"124",124,6001421800,6,1,421800,2007,37.879992,-122.277817,"Census Tract 4218, Alameda County, California",694100,960,80,5.8,2.35,2.36,0.5,1,4.5,1,3.1,1,4.8,10.1,73.9,2.4,15,30.1,31.6,17.7,3.2,69,31,82917,105929
"125",125,6001421900,6,1,421900,3632,37.879488,-122.289683,"Census Tract 4219, Alameda County, California",652900,1857,238,4.7,2.31,2.01,0,0,0.6,3.2,0,2.4,9.9,28.3,55.5,2.1,23.1,48.8,18.6,7,0.3,64.3,35.7,91774,108201
"126",126,6001422000,6,1,422000,1756,37.866514,-122.297361,"Census Tract 4220, Alameda County, California",489400,674,76,3.8,2.81,1.76,14.2,6.8,8.9,10.2,5.9,5.6,8.8,2.8,36.6,4.7,37.7,33.1,23.4,1,0,43.1,56.9,49773,72239
"127",127,6001422100,6,1,422100,2685,37.873165,-122.296631,"Census Tract 4221, Alameda County, California",613600,1156,121,4.2,2.43,1.98,0.6,2.3,0.9,1,7.8,8.8,14.6,33.4,30.6,4.4,21.8,44.4,23,5.4,1,47,53,43771,54928
"128",128,6001422200,6,1,422200,3144,37.87252,-122.288105,"Census Tract 4222, Alameda County, California",608800,1643,130,4.2,2.15,1.82,0,0,0,2.6,1.9,8.3,18.3,19.1,49.8,7.6,33.6,43.3,7.3,2.9,5.3,49,51,54083,87386
"129",129,6001422300,6,1,422300,3387,37.873995,-122.277501,"Census Tract 4223, Alameda County, California",638800,1813,218,4.2,2.31,2.12,4.2,2.2,3.8,4.4,9.6,6.9,10.1,6,52.8,9.9,28.3,35.5,17.4,5.7,3.2,44.1,55.9,48776,71676
"130",130,6001422400,6,1,422400,4196,37.875219,-122.269324,"Census Tract 4224, Alameda County, California",623000,2296,12,3.2,2.67,1.95,0.8,7.3,2.8,4.7,10.1,13.4,8.1,11.5,41.3,10.8,50.9,26.4,7.8,2.2,2,9.4,90.6,39083,60120
"131",131,6001422500,6,1,422500,4658,37.876904,-122.259915,"Census Tract 4225, Alameda County, California",640300,1660,113,3.3,2.22,1.65,0,1.5,0,2.8,3.7,11,7.7,15.7,57.7,15.9,46.6,23.1,9,2.6,2.7,20.6,79.4,45875,77900
"132",132,6001422600,6,1,422600,1215,37.872097,-122.251152,"Census Tract 4226, Alameda County, California",NA,20,0,6.4,4.33,2,0,0,0,45,0,0,0,0,55,0,0,0,55,0,45,45,55,7273,NA
"133",133,6001422700,6,1,422700,4885,37.867659,-122.251235,"Census Tract 4227, Alameda County, California",936400,1150,87,3.9,2.23,2.48,0,4.3,2.8,5.2,8.1,13.6,16.9,9.9,39.2,7,33,32.4,10.9,9.7,7,17.3,82.7,35352,59007
"134",134,6001422800,6,1,422800,8368,37.866717,-122.258913,"Census Tract 4228, Alameda County, California",350000,1484,106,2.9,3.33,1.97,0,4,2.4,5.6,14.8,12.8,9.6,11.2,39.7,21.2,53.9,13.7,3.6,5.1,2.4,0.2,99.8,25145,28492
"135",135,6001422900,6,1,422900,4336,37.867175,-122.268452,"Census Tract 4229, Alameda County, California",NA,1984,113,2.9,5.42,1.94,12.2,18.5,3.7,6.6,12,13,14.5,2.3,17.2,20.8,40.3,33.4,2.9,1.1,1.6,0.6,99.4,30944,38475
"136",136,6001423000,6,1,423000,4396,37.867025,-122.277077,"Census Tract 4230, Alameda County, California",576200,2177,67,4.4,2.73,2.1,0,0.9,5.7,2.2,5.8,8.2,10.8,11.6,54.8,2.7,24.7,44.1,22.3,5.1,1.1,44.6,55.4,75030,89394
"137",137,6001423100,6,1,423100,3964,37.866041,-122.285919,"Census Tract 4231, Alameda County, California",587000,2006,201,4,2.67,1.83,1,3.4,0.9,4.3,3,9.9,15,10.9,51.7,9.5,29.2,38.2,16.2,4.8,2.1,37.6,62.4,48956,63703
"138",138,6001423200,6,1,423200,2794,37.864428,-122.293691,"Census Tract 4232, Alameda County, California",498700,1188,115,4.5,3.14,2.33,0,0,1.9,6.1,6.2,13.2,13.7,11.4,47.5,8.9,24.3,29.9,25.8,8.7,2.4,38.4,61.6,48906,67469
"139",139,6001423300,6,1,423300,3647,37.857371,-122.283915,"Census Tract 4233, Alameda County, California",541800,1693,159,4.8,2.86,1.94,2,0.4,0,1.6,1,11.6,10.2,13.7,59.4,3.2,28.2,33.4,29,5.8,0.5,56.6,43.4,53587,69354
"140",140,6001423400,6,1,423400,4685,37.858202,-122.275892,"Census Tract 4234, Alameda County, California",554000,2243,222,4.2,2.46,1.96,1.9,1.3,0,1.7,5.2,14.3,19.2,5.8,50.6,6.1,27.9,38.7,16.2,9.6,1.6,38.1,61.9,38860,64697
"141",141,6001423500,6,1,423500,3118,37.859124,-122.267924,"Census Tract 4235, Alameda County, California",655900,1438,105,4.6,2.72,2.21,3.4,0,1.3,4.3,11.2,10.2,6.5,5.8,57.3,7,21.1,33.2,17.7,14.3,6.8,37.1,62.9,70863,76083
"142",142,6001423601,6,1,423601,2642,37.858887,-122.258515,"Census Tract 4236.01, Alameda County, California",619400,1324,79,4.2,2.36,1.91,0,0,0.8,7.3,9.3,6.4,5.7,4.8,65.7,3.5,35.9,33.6,16.1,7.8,3.1,35.7,64.3,67865,87870
"143",143,6001423602,6,1,423602,5659,37.863529,-122.258796,"Census Tract 4236.02, Alameda County, California",583300,2604,157,3.5,2.32,2.38,0,3.9,3.8,7.6,9.6,22.5,14.1,5,33.5,11.4,33.6,35.6,11.3,3.1,5,15.1,84.9,35589,52798
"144",144,6001423700,6,1,423700,3633,37.862379,-122.250259,"Census Tract 4237, Alameda County, California",972900,1419,216,4.5,2.56,1.88,0,0.6,1.9,6.5,2.3,5.5,11.3,7,64.9,13.5,27.6,13.9,15.5,20.2,9.4,40.1,59.9,57875,105233
"145",145,6001423800,6,1,423800,2925,37.854778,-122.245998,"Census Tract 4238, Alameda County, California",NA,1374,105,6.8,2.31,2.14,0,1,3.9,1.7,1.7,5.9,9,7.1,69.7,1.1,10.6,20.8,27.9,22.5,17.1,80.9,19.1,139750,198983
"146",146,6001423901,6,1,423901,2020,37.852678,-122.266679,"Census Tract 4239.01, Alameda County, California",402000,880,75,4.7,2.78,1.75,0,1.3,7.5,0,2.3,3.6,2.2,14.3,68.9,0.5,35.7,29.8,29.1,1,4,45.2,54.8,52962,69854
"147",147,6001423902,6,1,423902,1552,37.854428,-122.257223,"Census Tract 4239.02, Alameda County, California",860200,812,47,4.4,2.31,1.74,0,0,0,0.7,9.2,1.1,7.1,8.4,73.4,6.4,37.6,22.9,17.4,9.4,6.4,32.4,67.6,76528,104487
"148",148,6001424001,6,1,424001,3716,37.850293,-122.27484,"Census Tract 4240.01, Alameda County, California",587500,1614,164,4.1,3.28,2.36,0.5,4.3,1,1.2,8.2,7.1,12.9,14.4,50.2,4.6,25.7,47.9,15.4,5.1,1.2,21.1,78.9,43810,54286
"149",149,6001424002,6,1,424002,2172,37.850348,-122.281464,"Census Tract 4240.02, Alameda County, California",341200,1020,54,4.2,2.61,2.1,0,1.8,1.7,0,5.5,6.2,19.4,15.3,50.2,0,22.3,57.6,15.8,3.3,1,37.3,62.7,34565,50966
"150",150,6001425101,6,1,425101,1596,37.838229,-122.301937,"Census Tract 4251.01, Alameda County, California",293200,1266,0,3.4,1.68,1.53,0,0,3.2,2.7,68.1,18.5,6.6,0,1,10.1,71.2,13,4.1,1.7,0,54.7,45.3,75778,102278
"151",151,6001425102,6,1,425102,2807,37.841394,-122.294966,"Census Tract 4251.02, Alameda County, California",487500,1810,364,3.4,1.52,1.46,9.7,21.9,18,47.1,3.4,0,0,0,0,12.8,55,28.9,3.3,0,0,25.6,74.4,69352,94321
"152",152,6001425103,6,1,425103,2502,37.843845,-122.289329,"Census Tract 4251.03, Alameda County, California",394800,1379,179,3.6,1.98,2.03,25.6,45.3,6.7,0,6.5,0,2.2,1.7,12,2.9,34.2,57.4,5.4,0,0,43.6,56.4,92174,109827
"153",153,6001425104,6,1,425104,3175,37.833049,-122.280897,"Census Tract 4251.04, Alameda County, California",329900,1797,197,3.6,2.07,1.9,10.2,4,18.8,6.2,3.1,5.8,12,6.2,33.7,12.7,44.4,27.4,13.6,1.1,0.9,25.3,74.7,50682,59392
"154",154,6001426100,6,1,426100,5922,37.821826,-122.226476,"Census Tract 4261, Alameda County, California",NA,2178,130,7.9,2.88,3.43,0,1,0.9,2.8,6.2,6.8,15.8,8,58.4,0.6,0.7,16.3,28.4,37.4,16.7,94.8,5.2,215000,298992
"155",155,6001426200,6,1,426200,4745,37.824467,-122.241124,"Census Tract 4262, Alameda County, California",NA,1731,124,7.1,2.88,3.09,0,0,1.3,0,0,2,6.4,8.3,82.1,0,6.9,15.7,41.4,30,6,85.7,14.3,178388,221980
"156",156,6001427100,6,1,427100,3646,37.764448,-122.23133,"Census Tract 4271, Alameda County, California",772900,1427,91,6.3,2.59,2.39,2.3,0,0,2,1.8,7,1.5,13.2,72.2,2.2,12.7,27.1,43.1,14.2,0.7,64.3,35.7,99000,117761
"157",157,6001427200,6,1,427200,4107,37.771896,-122.248665,"Census Tract 4272, Alameda County, California",511700,1626,147,4.8,2.93,2.93,0,1.2,0,4.2,9.2,7,5.8,5.7,66.9,0,19.8,46.6,26,5.9,1.7,38.3,61.7,73482,86052
"158",158,6001427300,6,1,427300,4896,37.778193,-122.267919,"Census Tract 4273, Alameda County, California",599600,2108,173,4.6,2.37,2.34,0.7,5.7,12.6,21.3,10.9,5.4,5.9,7.1,30.5,5.3,23.3,39.2,14.4,12.4,5.5,43.7,56.3,64390,95101
"159",159,6001427600,6,1,427600,4722,37.777977,-122.283671,"Census Tract 4276, Alameda County, California",526000,1810,225,3.9,3.18,2.84,2.5,5.9,6.6,5.2,11.3,28.1,11.1,12.4,16.9,0.8,19.9,57.6,14.8,5.6,1.3,20.1,79.9,47460,56864
"160",160,6001427700,6,1,427700,4866,37.772383,-122.283805,"Census Tract 4277, Alameda County, California",648800,2409,152,3.9,2.25,2.08,0.4,0,0,9.2,23,6.4,4.3,15.3,41.4,2.9,40.3,26.8,23.1,6.3,0.7,38.1,61.9,60291,72342
"161",161,6001427800,6,1,427800,4640,37.772007,-122.269339,"Census Tract 4278, Alameda County, California",657600,2113,203,4.4,2.97,2.05,0,0,0,4.9,5.1,9.3,9.4,10.4,60.9,5.3,27.4,37,17.8,7.6,5,41.6,58.4,77287,98438
"162",162,6001427900,6,1,427900,4567,37.770244,-122.257843,"Census Tract 4279, Alameda County, California",712900,2227,112,4.3,2.55,1.87,0,0,0,1.5,5.9,4.4,6.4,4.6,77.2,3.1,31.6,33.7,18.1,9.6,4,40.8,59.2,72366,99066
"163",163,6001428000,6,1,428000,2928,37.767344,-122.248509,"Census Tract 4280, Alameda County, California",456600,1388,57,3.8,3.43,2.22,0,0.6,0,1.9,23.5,8.3,7.3,10.6,47.8,4.8,35.2,44.3,11.1,3.2,1.4,18,82,53565,65666
"164",164,6001428100,6,1,428100,4651,37.760085,-122.235134,"Census Tract 4281, Alameda County, California",662900,2023,111,5.1,2.6,2.06,0.3,0.9,3.2,4.2,13,7.8,4.3,5.2,61.2,7.1,13,41.4,26.2,11.8,0.5,52.1,47.9,84342,97979
"165",165,6001428200,6,1,428200,6259,37.755936,-122.241445,"Census Tract 4282, Alameda County, California",646000,2616,111,5.4,2.81,2.37,0.6,0,0,3.8,10.7,19.9,19,6.1,39.9,4.4,11.6,28.7,41.4,10.7,3.2,59.9,40.1,90996,104798
"166",166,6001428301,6,1,428301,6526,37.732329,-122.239647,"Census Tract 4283.01, Alameda County, California",577200,2491,161,5.6,2.58,2.98,0,0.4,13.8,17.9,24.4,33.9,3.9,3.9,1.7,0,1.7,20.2,62.8,13,2.3,83.9,16.1,93000,105245
"167",167,6001428302,6,1,428302,7074,37.742265,-122.248442,"Census Tract 4283.02, Alameda County, California",762000,2670,125,6.3,2.74,2.69,0,0,17.6,66.4,14.9,0,0,0,1.1,0,2.1,14.8,40.5,35.6,7,87.6,12.4,132354,152379
"168",168,6001428400,6,1,428400,4357,37.761732,-122.250698,"Census Tract 4284, Alameda County, California",571100,2015,183,4.2,2.54,2.24,0,0,0,3.5,19,18.3,8.6,3.9,46.7,2.2,29.3,44.3,18.3,2.7,3.2,33.5,66.5,54455,70596
"169",169,6001428500,6,1,428500,3183,37.760371,-122.258967,"Census Tract 4285, Alameda County, California",601300,1534,101,4,2.16,2.4,1.1,1.5,0.9,0,26.3,44.8,11,2.1,12.3,0,23.4,54.2,11.6,7.6,3.1,33.6,66.4,64784,81277
"170",170,6001428600,6,1,428600,3271,37.764047,-122.269128,"Census Tract 4286, Alameda County, California",431300,1575,168,3.8,2.08,2.15,0,0,3,6.3,44.6,39.2,3.9,1.8,1.3,1.8,36.4,29.5,16.6,15.2,0.4,51.4,48.6,75039,82951
"171",171,6001428700,6,1,428700,4119,37.784171,-122.294078,"Census Tract 4287, Alameda County, California",839100,1490,315,5.4,3.24,2.6,49.1,10.9,10.6,5,0.5,19.8,1.7,0.5,1.9,6.5,4.3,21.6,34.1,30.9,2.6,40.3,59.7,67321,102160
"172",172,6001430101,6,1,430101,6523,37.712241,-122.031666,"Census Tract 4301.01, Alameda County, California",697200,2278,22,6.7,2.93,3.22,0,7.3,48.6,30.2,3.4,2.9,1.9,1.9,3.7,0,0,12.9,37.4,45.7,3.9,88.2,11.8,126532,147834
"173",173,6001430102,6,1,430102,2285,37.720897,-122.049457,"Census Tract 4301.02, Alameda County, California",684500,910,20,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,0,16.8,22.2,53.2,7.8,90.8,9.2,127344,137432
"174",174,6001430200,6,1,430200,6916,37.714765,-122.064495,"Census Tract 4302, Alameda County, California",637400,2398,98,6.6,2.81,2.92,0,1,5,23.3,11.2,12.9,35.2,8.1,3.2,0,0.5,13.6,51.1,28.9,5.8,93.3,6.7,100577,116303
"175",175,6001430300,6,1,430300,3670,37.715635,-122.081571,"Census Tract 4303, Alameda County, California",642000,1337,56,6.7,2.68,4.31,2,0,7.9,5.8,2.5,16.9,52.6,12.2,0,0,1,11.7,44.4,36.6,6.2,85,15,100156,128783
"176",176,6001430400,6,1,430400,2046,37.715623,-122.09421,"Census Tract 4304, Alameda County, California",618900,756,0,6.6,2.69,2.92,0,2.6,2.5,2,10.4,20.4,49.1,9.4,3.6,0,1.7,12.3,44.4,38.8,2.8,89.9,10.1,113333,135521
"177",177,6001430500,6,1,430500,6049,37.701711,-122.105916,"Census Tract 4305, Alameda County, California",545500,2134,206,5.1,2.66,2.67,1.5,0,4.2,3.7,10.3,27.5,30,18,4.7,3.2,2.5,45.1,38.8,7.4,2.9,62.2,37.8,65750,79627
"178",178,6001430600,6,1,430600,5887,37.703598,-122.096691,"Census Tract 4306, Alameda County, California",587300,2187,57,6.3,2.82,2.14,0,2.5,15.9,5,17.7,21.9,26.8,5.9,4.4,0.5,4.8,13.9,39.9,34.2,6.6,88.4,11.6,86250,113495
"179",179,6001430700,6,1,430700,3814,37.706165,-122.082551,"Census Tract 4307, Alameda County, California",583100,1380,91,5.8,2.85,2.36,0,2,4.8,10.7,4,13,34.4,26.9,4.2,0,1.8,22.9,52.2,14.7,8.4,74.9,25.1,101090,104916
"180",180,6001430800,6,1,430800,5394,37.699006,-122.065672,"Census Tract 4308, Alameda County, California",490900,2179,127,5.5,2.72,2.25,1.6,3.8,3.7,3,16.3,11.7,35.3,15.7,8.8,0.6,10.7,21.5,53.6,11.1,2.4,74.6,25.4,78015,86983
"181",181,6001430900,6,1,430900,4681,37.698365,-122.083533,"Census Tract 4309, Alameda County, California",443100,1866,52,4.1,2.31,2.42,0,2.1,3.6,5.7,25.7,30,19.2,8.5,5.2,2.7,22.3,60,13.2,1.1,0.6,18.4,81.6,51650,65844
"182",182,6001431000,6,1,431000,2714,37.693136,-122.078141,"Census Tract 4310, Alameda County, California",387300,1169,47,3.9,2.28,2.8,0.8,0.7,11.5,4.4,18.7,19.5,23.7,15.3,5.4,0.9,39.5,33.4,25.5,0.6,0,31.4,68.6,56181,64661
"183",183,6001431100,6,1,431100,3225,37.688063,-122.066213,"Census Tract 4311, Alameda County, California",418900,1373,72,4.5,2.46,2.21,1.4,2.9,5.2,3.9,19.3,28,19.6,19,0.7,2.6,15.9,52.7,26.6,2.3,0,34,66,54926,74465
"184",184,6001431200,6,1,431200,5627,37.685328,-122.082131,"Census Tract 4312, Alameda County, California",376600,2675,198,4.4,2.15,2.09,1.2,0,10.4,24,14.2,6.4,14.8,27.4,1.6,2.6,19,46.9,26.2,5,0.4,46.5,53.5,46744,66106
"185",185,6001432100,6,1,432100,3770,37.7361,-122.147254,"Census Tract 4321, Alameda County, California",464000,1408,68,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,58.8,3.6,9.4,34.2,44.7,7.2,0.9,82.4,17.6,93220,100372
"186",186,6001432200,6,1,432200,4080,37.732142,-122.156416,"Census Tract 4322, Alameda County, California",479900,1671,155,4.7,2.47,2.04,0,7.8,2,3.9,3.8,11.6,10.7,12.6,47.6,8.3,18.5,45.1,22,4.7,1.4,46.8,53.2,57400,75951
"187",187,6001432300,6,1,432300,4656,37.731435,-122.1668,"Census Tract 4323, Alameda County, California",453300,1658,173,5.1,3.17,2.04,0.7,22.9,0,0.5,2.1,7.1,10,41,15.8,5.8,15.6,37.9,24.7,10.3,5.6,67.1,32.9,73906,87203
"188",188,6001432400,6,1,432400,5814,37.707114,-122.182202,"Census Tract 4324, Alameda County, California",417900,1806,95,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,2.5,0.6,8.7,28,50.1,10.4,2.2,45.1,54.9,58807,69723
"189",189,6001432501,6,1,432501,4839,37.717452,-122.166407,"Census Tract 4325.01, Alameda County, California",451700,1456,14,4.9,3.11,3.78,1,1.5,1.4,1.5,2.1,24.8,32.2,28.2,7.3,5.3,6.7,26.4,51.1,8.9,1.6,59.9,40.1,54113,69996
"190",190,6001432502,6,1,432502,4485,37.724403,-122.171991,"Census Tract 4325.02, Alameda County, California",427900,1450,0,4.8,4.22,3.13,0.8,6.5,10.6,11.6,4.6,8.2,15.2,39.1,3.4,0,12.6,36.8,37.4,11.9,1.3,54.2,45.8,72045,81636
"191",191,6001432600,6,1,432600,6842,37.722579,-122.153333,"Census Tract 4326, Alameda County, California",348900,2865,122,4,2.2,2.23,1,1.5,3.1,6.2,20.8,23.9,14.2,14.9,14.2,6.4,29.2,46.4,15.7,1,1.2,27.2,72.8,43916,52580
"192",192,6001432700,6,1,432700,2478,37.726866,-122.142899,"Census Tract 4327, Alameda County, California",509000,1010,92,6.1,2.5,2.26,0,0,1.3,1.2,18.8,7.1,14.6,31.8,25.2,0,4.4,37.1,44.7,9.5,4.4,75.1,24.9,81613,97866
"193",193,6001432800,6,1,432800,3729,37.720547,-122.129449,"Census Tract 4328, Alameda County, California",613700,1439,84,6.2,2.19,2.75,0,0,1.3,2.9,10,29.1,30.9,20.6,5.1,1.8,1.5,23,52.3,18.1,3.3,77.7,22.3,92550,103687
"194",194,6001433000,6,1,433000,3832,37.715228,-122.135031,"Census Tract 4330, Alameda County, California",399100,1397,172,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,2,0.9,1.5,45.7,41.9,9.5,0.5,81.1,18.9,71271,82010
"195",195,6001433102,6,1,433102,3989,37.701242,-122.133506,"Census Tract 4331.02, Alameda County, California",419900,1338,52,5,3.14,3.11,0,1.3,3.1,16,10.1,8.6,17.9,36.4,6.6,3.5,4.5,40.9,31.6,13.4,6.1,59.9,40.1,70000,82716
"196",196,6001433103,6,1,433103,3530,37.709804,-122.137937,"Census Tract 4331.03, Alameda County, California",453000,1513,10,3.3,2.88,2.63,0.7,0,8.1,14.1,23.5,26.6,11.7,14.4,0.9,7.7,42.3,36.8,10.9,2.2,0,13.5,86.5,43078,45186
"197",197,6001433104,6,1,433104,3760,37.715707,-122.146249,"Census Tract 4331.04, Alameda County, California",332100,1776,123,3.5,1.63,2.18,2.9,0.7,6.9,15.3,31,22.9,8.7,9.5,2.3,11.1,36.8,35.5,14.1,1.7,0.8,35.9,64.1,54772,70893
"198",198,6001433200,6,1,433200,6897,37.697187,-122.140737,"Census Tract 4332, Alameda County, California",428400,2663,123,4.2,3.4,2.41,0,6.8,1,21,29.2,10,27.4,2.4,2.2,10.4,28.5,17.2,34.1,9.4,0.5,41.3,58.7,56517,67325
